,RlfF,MSurf,RFGini,MI,FT,OA,dataset,iteration,n_obs
55,0.01632642200000589,0.016588303999995446,0.8460089009999905,0.09327423000000579,0.0003094369999985247,0.0456640200000038,ANDOR,5.0,50.0
56,0.014996104999994486,0.01782611200000872,0.8444254559999962,0.13095823999999823,0.00029762999999149997,0.043416041000000405,ANDOR,6.0,50.0
57,0.016224033000000304,0.01755548100000226,0.8441657700000036,0.09188147900000843,0.0003061130000077128,0.04123285999999382,ANDOR,7.0,50.0
58,0.016751134000003276,0.017438401999996245,0.840869787999992,0.09086267099999645,0.0003015420000025415,0.04446204100000273,ANDOR,8.0,50.0
59,0.015938375000004612,0.016014763000001153,0.8422836619999998,0.09169541800000047,0.00030274499999904947,0.04590589400000056,ANDOR,9.0,50.0
60,0.01574484599998982,0.01611363900001095,0.8467113409999882,0.09020818000000475,0.0002995100000049433,0.0433844590000092,ANDOR,10.0,50.0
61,0.015613702999999646,0.016612481999999318,0.8438659560000019,0.09056981400000552,0.00030504199999370485,0.04466104699999107,ANDOR,11.0,50.0
62,0.015819011000004934,0.016884403000005932,0.8437482920000008,0.12828448600001252,0.00030145399999526035,0.045590814999997065,ANDOR,12.0,50.0
63,0.015502619000002937,0.017291674000006196,0.8469213019999984,0.09049535599999103,0.0003064380000097344,0.04541420900000048,ANDOR,13.0,50.0
64,0.016520231000001218,0.05287015700000097,0.8486345909999926,0.13184365799999398,0.00030119499999159416,0.04600476699999945,ANDOR,14.0,50.0
65,0.017045457000008923,0.01822118799999828,0.8477288249999901,0.0916388899999987,0.00030528500001025805,0.04542372499999203,ANDOR,15.0,50.0
66,0.015447407999999996,0.017416478000001234,0.8446565360000022,0.09261358100000905,0.00031207199999983004,0.05505273899998997,ANDOR,16.0,50.0
67,0.01593798100000754,0.017369981000001644,0.845391621999994,0.09035137899999768,0.0003055319999987205,0.04611601599999915,ANDOR,17.0,50.0
68,0.01590374900000313,0.016648500000002286,0.8703900820000001,0.09202374500000587,0.0003057260000076667,0.04242558699999677,ANDOR,18.0,50.0
69,0.0161417460000024,0.01597876099999951,0.8439067149999886,0.09060673099999406,0.00030486900000425976,0.04520228000001225,ANDOR,19.0,50.0
70,0.015775021999985483,0.017219585000020743,0.8461662020000063,0.13453462100000024,0.00031023099998606085,0.04285860900000671,ANDOR,20.0,50.0
71,0.01548670699997956,0.017727014999991297,0.8439077969999857,0.13311359599998696,0.00029731500001162203,0.042706820000006473,ANDOR,21.0,50.0
72,0.016669519999993554,0.016323739000000614,0.8405286400000023,0.1312803269999847,0.00029637599999432496,0.044995647000007466,ANDOR,22.0,50.0
73,0.04307448999998087,0.06297392999999829,0.8439578020000056,0.1016087250000055,0.0002966680000042743,0.04429720900000689,ANDOR,23.0,50.0
74,0.015935132000009844,0.016395748999997295,0.8433959170000094,0.09015980300000592,0.0003042369999946004,0.045205398000007335,ANDOR,24.0,50.0
75,0.01594590999999923,0.01689945000001103,0.8448657449999928,0.09445357000001309,0.0003157789999761462,0.046014712000015834,ANDOR,25.0,50.0
76,0.015829056000001174,0.016514603999979727,0.8407942999999989,0.09244141499999614,0.0003052799999920808,0.043281004000021994,ANDOR,26.0,50.0
77,0.016007619000021123,0.016705575000003137,0.8475101639999991,0.09280777899999748,0.00030986900000584683,0.04318631900000014,ANDOR,27.0,50.0
78,0.015183253999992985,0.016897676000013462,0.8431159870000045,0.09059568800000761,0.00030445600000916784,0.044002590999980384,ANDOR,28.0,50.0
79,0.01647784499999716,0.016351258000014468,0.8439147299999945,0.09306582099998195,0.00031920099999638296,0.04497395499998902,ANDOR,29.0,50.0
80,0.015921265000002904,0.01710214599998494,0.8469046089999779,0.09426250399999958,0.00031350500000826287,0.042234114999985195,ANDOR,30.0,50.0
81,0.016301193000003877,0.01809170399999971,0.8445332869999902,0.0917304280000053,0.0003069819999836909,0.042118598999991264,ANDOR,31.0,50.0
82,0.016070134000017333,0.01724251300001356,0.8429188000000067,0.09171799699998928,0.00030220899998312234,0.04490879699997663,ANDOR,32.0,50.0
83,0.01536637000000951,0.016881171999983735,0.8446636729999852,0.0915465289999986,0.00029901499999596126,0.042439858999983926,ANDOR,33.0,50.0
84,0.015833256999997047,0.01623365699998658,0.8464113679999912,0.09192968000002111,0.0003072300000042105,0.046796593999999914,ANDOR,34.0,50.0
85,0.015921968000014886,0.016124001999997972,0.8458325150000121,0.09245650599999067,0.0003173190000040904,0.04257401800001048,ANDOR,35.0,50.0
86,0.017308142000018734,0.05655420600001548,0.8457521119999853,0.09039142700001435,0.00030003400001987757,0.04504032299999494,ANDOR,36.0,50.0
87,0.01680461899999841,0.017944556999992756,0.8472161329999892,0.09342858899998419,0.0002930459999959112,0.044865434999991294,ANDOR,37.0,50.0
88,0.016105897000016967,0.01688201500002151,0.8461801320000006,0.13330867299998772,0.0002970200000049772,0.04378640699999892,ANDOR,38.0,50.0
89,0.01622970299999338,0.08408979899999736,0.8436377149999998,0.10855657499999438,0.0002929529999846636,0.04325553099999979,ANDOR,39.0,50.0
90,0.01590003399999773,0.015195592999987184,0.8457894400000043,0.094151772999993,0.00030484399999863854,0.04524618299998906,ANDOR,40.0,50.0
91,0.015978369000009707,0.017168440999995482,0.8454213969999955,0.0909420399999874,0.00030660400000215304,0.04217469099998539,ANDOR,41.0,50.0
92,0.01623489499999664,0.01666954000000942,0.8445036439999853,0.09158378600000106,0.0003044759999966118,0.043064457000014045,ANDOR,42.0,50.0
93,0.016674987000016017,0.01702900699999077,0.8465769420000129,0.12881839400000672,0.000295961000006173,0.04408697900001357,ANDOR,43.0,50.0
94,0.015531844999998157,0.016717252999995935,0.8466457770000204,0.1302008969999804,0.00030165199999032666,0.04479785500001299,ANDOR,44.0,50.0
95,0.01647786000000906,0.017096058999982233,0.8441602120000198,0.09215419700001348,0.00030041400000868634,0.04429302100001564,ANDOR,45.0,50.0
96,0.01664400999999316,0.01769095500000617,0.8441782440000054,0.0912302650000072,0.00030467599998473816,0.046194503999998915,ANDOR,46.0,50.0
97,0.01675892599999429,0.015560721999975158,0.8506874120000134,0.09263573699999483,0.00030981399999063797,0.04536694999998758,ANDOR,47.0,50.0
98,0.015400539000012259,0.017332873999976073,0.8483675870000127,0.0914958979999767,0.00030996899999991,0.04361160099998074,ANDOR,48.0,50.0
99,0.016659041999986357,0.04735395899999162,0.8714068910000208,0.09150407699999619,0.00030323199999315875,0.044061599000002616,ANDOR,49.0,50.0
100,0.022979180999982418,0.024618605999989995,0.8688797910000119,0.09358707600000571,0.00030628300001467323,0.04785898500000485,ANDOR,0.0,70.0
101,0.022602190000014843,0.02738833300000465,0.8668861129999925,0.12468319000001316,0.0003090820000011263,0.045866544000006115,ANDOR,1.0,70.0
102,0.02191299400001867,0.02467374700000846,0.8681512569999938,0.09395739499998967,0.00031205999999883716,0.044641855000008945,ANDOR,2.0,70.0
103,0.024067776000009644,0.02475213400001053,0.8689708579999831,0.09606811200001175,0.0003175260000034541,0.045969953999986046,ANDOR,3.0,70.0
104,0.03478646899998239,0.02545114999998077,0.8705886600000099,0.09589399000000753,0.00031163700001002326,0.043530945000014754,ANDOR,4.0,70.0
105,0.024848852000019406,0.02517611400000419,0.8666968949999898,0.13181063300001483,0.0003004749999888645,0.04747301000000448,ANDOR,5.0,70.0
106,0.021702414999992925,0.02498109699999418,0.8706110299999921,0.09541413799999532,0.00031712199998423785,0.04665488800000617,ANDOR,6.0,70.0
107,0.023680336000012403,0.023787627000018574,0.8702942239999913,0.09714978299999188,0.0003161839999847871,0.05039020600000299,ANDOR,7.0,70.0
108,0.02327590000001578,0.027400157000016634,0.8690514589999907,0.09705306800000812,0.00031902300000297146,0.04654692100001512,ANDOR,8.0,70.0
109,0.02325924199999463,0.02547885500001712,0.8719660090000048,0.09746115100000452,0.0003235149999909481,0.04670826200000988,ANDOR,9.0,70.0
110,0.023730154999981323,0.025856075000007195,0.8662091820000057,0.09296775599997886,0.00031209099998363854,0.058595370999995566,ANDOR,10.0,70.0
111,0.022790528000001586,0.023819572000007838,0.8676924600000007,0.09342445400000088,0.0003083500000116146,0.059087343000015835,ANDOR,11.0,70.0
112,0.022723149999990255,0.026251419000004717,0.8707735440000022,0.09667452100001128,0.00032187499999736247,0.084056707000002,ANDOR,12.0,70.0
113,0.022056843000001436,0.02507768000000965,0.8664748090000103,0.09344308499998988,0.0003113360000099874,0.046913112999988016,ANDOR,13.0,70.0
114,0.024387652999990905,0.027617808000002242,0.866675612999984,0.13212380900000653,0.0003017989999989368,0.04567950599999904,ANDOR,14.0,70.0
115,0.022533304000006638,0.025119749999987562,0.8667444280000041,0.09400679199998763,0.000311999000018659,0.044360489000013104,ANDOR,15.0,70.0
116,0.023205606000004764,0.02456897900000854,0.8663279719999935,0.09327006799998117,0.00030614399997830333,0.07119806299999709,ANDOR,16.0,70.0
117,0.02201795299998821,0.02351895900000045,0.8686603509999884,0.09401197900001534,0.0003136550000135685,0.04518741699999396,ANDOR,17.0,70.0
118,0.02203570899999363,0.024956888000019717,0.8674772470000107,0.1252683529999956,0.0002993459999913739,0.0488543390000018,ANDOR,18.0,70.0
119,0.022423650000007456,0.023436763999995947,0.8671527209999965,0.09427911799997446,0.0003108739999788668,0.04451916799999367,ANDOR,19.0,70.0
120,0.023522347000010768,0.024566512000006924,0.8643274190000056,0.09378874699999074,0.00031359600001223953,0.044717456000000766,ANDOR,20.0,70.0
121,0.023340129000018806,0.025158067999996092,0.8924843709999948,0.09602075800000875,0.00032123200000455654,0.045993143999993436,ANDOR,21.0,70.0
122,0.022540644000002885,0.02564440899999454,0.8681236809999859,0.1374067560000185,0.000338317000000643,0.046001928000009684,ANDOR,22.0,70.0
123,0.022563915999995743,0.02416547400000013,0.8685193759999947,0.1334684900000127,0.000303526000010379,0.046641405999992,ANDOR,23.0,70.0
124,0.022898668999999927,0.024886012999985496,0.8686962520000066,0.09321325600001273,0.00030276999999045984,0.052925436999998965,ANDOR,24.0,70.0
125,0.02340474800001857,0.02410685500001364,0.8691620240000191,0.09456240899999102,0.0003103220000184592,0.04491056300000196,ANDOR,25.0,70.0
126,0.04825539600000184,0.026144037999983993,0.8670243819999826,0.09484689199999252,0.00031540200001245466,0.04640838700001382,ANDOR,26.0,70.0
127,0.023044083000002047,0.025328623000007155,0.8653721310000151,0.1318660899999884,0.000305884999988848,0.047752991999999495,ANDOR,27.0,70.0
128,0.023065022999986695,0.02536660600000573,0.8671437870000034,0.13149178399999073,0.00029827899999190777,0.046517746000006355,ANDOR,28.0,70.0
129,0.02295411500000455,0.024487287999988894,0.8675178089999918,0.09420063300001402,0.00031057700002179445,0.045164354000007734,ANDOR,29.0,70.0
130,0.022316252000024406,0.02592264999998406,0.8694942050000236,0.09401928799999837,0.00030970599999591286,0.04609173699998337,ANDOR,30.0,70.0
131,0.022148716000003787,0.023631821000009268,0.8688820030000102,0.09633417599999916,0.00031659399999739435,0.046419016000015745,ANDOR,31.0,70.0
132,0.025803410999998277,0.026542675000001736,0.869277100000005,0.09569431700001019,0.00031279700002073696,0.04808745800002612,ANDOR,32.0,70.0
133,0.02217247799998745,0.026131397000000334,0.8678138540000191,0.12887896299997692,0.000313968999989811,0.05076827299998854,ANDOR,33.0,70.0
134,0.022429735999992317,0.02448060599999735,0.8711368590000177,0.09522319000001289,0.00031159400001001814,0.043406400999998596,ANDOR,34.0,70.0
135,0.022385416000020086,0.02450863799998615,0.8690143159999764,0.09356967100001157,0.0003106329999980062,0.04575801300001103,ANDOR,35.0,70.0
136,0.02347199400000477,0.02522466600001394,0.8714892469999995,0.09676065299998982,0.0003204889999892657,0.043194712999991225,ANDOR,36.0,70.0
137,0.023027227999989464,0.025066304999995737,0.8690409860000159,0.09549663499998928,0.00032257800000934367,0.04534168700001828,ANDOR,37.0,70.0
138,0.023384836999980507,0.026347396999995,0.8703565800000206,0.0972210440000083,0.00032123300002240285,0.04376017300000967,ANDOR,38.0,70.0
139,0.022472023000005947,0.02431522000000541,0.8653356760000008,0.09314133000000879,0.0002957949999995435,0.04456141899999011,ANDOR,39.0,70.0
140,0.022451262000004135,0.02464664299998276,0.8709108969999875,0.09591228800002227,0.0003131629999870711,0.047938196999979255,ANDOR,40.0,70.0
141,0.02499232299999221,0.02458550899999068,0.8698491890000071,0.0959232419999978,0.00031543099998998514,0.04594637300002091,ANDOR,41.0,70.0
142,0.022501761000000897,0.026936676000019588,0.873169168000004,0.09559929500002795,0.0003093310000110705,0.04621139399998242,ANDOR,42.0,70.0
143,0.025215239000004885,0.02631498699997792,0.8671511459999977,0.09359569800000145,0.00029981900001985196,0.0459240120000004,ANDOR,43.0,70.0
144,0.02449767400000269,0.027575710999997227,0.867188040000002,0.13122292799999968,0.0003062419999935173,0.046446656999989955,ANDOR,44.0,70.0
145,0.023495244000002913,0.02401828899999714,0.8671966729999951,0.09392096099998071,0.00030969899998467554,0.04514151999998717,ANDOR,45.0,70.0
146,0.02283434599999623,0.02566620700000044,0.8629430590000027,0.09379403700000921,0.00031437100000175633,0.048868929000008166,ANDOR,46.0,70.0
147,0.023906398000008267,0.024433694999999034,0.8682884370000181,0.093563080999985,0.00030485399997814966,0.04659931300000153,ANDOR,47.0,70.0
148,0.022903661999976066,0.024838178000010203,0.8730085970000232,0.09657770600000504,0.0003127729999903295,0.04407238400000324,ANDOR,48.0,70.0
149,0.023279532000003655,0.025025923000015382,0.8677041669999994,0.0939793619999989,0.00031352900001024864,0.04700536999999372,ANDOR,49.0,70.0
150,0.012037268000000267,0.02626508800000238,0.9305935579999982,1.50249727100001,0.0003896880000127112,0.05304015199999412,ADDER,0.0,30.0
151,0.009929980000009664,0.01069582400000968,0.9233063959999868,1.3098205899999869,0.00037817599999812046,0.04953351399998951,ADDER,1.0,30.0
152,0.012071934999994482,0.011292945999997528,0.9295177070000022,1.477479245000012,0.0004540369999972427,0.04886264500001403,ADDER,2.0,30.0
153,0.01202162100000237,0.040437288000021,0.9253281499999844,1.4159708379999927,0.0003762260000144124,0.05139947100002473,ADDER,3.0,30.0
154,0.011839492000007112,0.010783998999983169,0.922894714999984,1.3051125289999845,0.000381349000008413,0.05259835600000429,ADDER,4.0,30.0
155,0.012695704999998725,0.027711232999990898,0.922614005000014,1.3518821019999905,0.0003991099999893777,0.05028094799999394,ADDER,5.0,30.0
156,0.012241473000017322,0.05657051399998636,0.9224587860000213,1.4080693300000178,0.00037521300001230884,0.049058872999978576,ADDER,6.0,30.0
157,0.011875369999984287,0.026442059999993717,0.9250817660000052,1.5718512309999824,0.00045817500000566724,0.04783815199999708,ADDER,7.0,30.0
158,0.010709227999996074,0.010749978000006877,0.9207474129999866,1.2940823829999886,0.00037851999999816144,0.0478146620000075,ADDER,8.0,30.0
159,0.011918108999992683,0.010448913000004723,0.9215082810000013,1.3201580829999955,0.0003863469999885183,0.050351693999999725,ADDER,9.0,30.0
160,0.01100399399999219,0.046260800999988305,0.9241361630000142,1.5150727290000248,0.00038035000000036234,0.04776668200000245,ADDER,10.0,30.0
161,0.012124768000006725,0.010548282000002018,0.9159662030000106,1.298701526000002,0.0003773050000006606,0.04858949399999801,ADDER,11.0,30.0
162,0.011145006999981888,0.01166513800001212,0.9182822740000063,1.420286759999982,0.0003808719999938148,0.05146355900001254,ADDER,12.0,30.0
163,0.012439803000006577,0.01027296999998839,0.9237029169999857,1.5181434839999781,0.00046096099998749196,0.04983902800000806,ADDER,13.0,30.0
164,0.011583485999977938,0.04486043200000722,0.9304758119999974,1.7573787110000012,0.0004686819999619729,0.050322401000016725,ADDER,14.0,30.0
165,0.012240189999999984,0.010578227999985756,0.9193453710000199,1.42196192199998,0.0003816770000071301,0.06201002400001698,ADDER,15.0,30.0
166,0.01194409499998983,0.011269209000033698,0.9210585090000336,1.4778676170000153,0.0004509890000008454,0.054019463999964046,ADDER,16.0,30.0
167,0.011951280999994651,0.02775793099999646,0.9226479099999665,1.5734283719999667,0.00037539800001695767,0.0487427599999819,ADDER,17.0,30.0
168,0.01146965100002717,0.01039080999998987,0.9223969199999829,1.3136298539999984,0.00038120699997534757,0.050441336000005776,ADDER,18.0,30.0
169,0.01256375999997772,0.010448631000031128,0.9219733109999879,1.370690938999985,0.0003765669999893362,0.04955398800001376,ADDER,19.0,30.0
170,0.011868998000011288,0.06116868100002648,0.9229033080000022,1.5001247290000492,0.000398940999957631,0.04704127099995503,ADDER,20.0,30.0
171,0.011984774000040943,0.010240783000028841,0.922172149000005,1.344018420999987,0.000390702999993664,0.052205366999999114,ADDER,21.0,30.0
172,0.012110124999992422,0.010248197000009895,0.9182250759999988,1.4150770260000058,0.00038116000001764405,0.05296462100000099,ADDER,22.0,30.0
173,0.011198045000014645,0.01052441600000975,0.9212371579999967,1.465453679999996,0.0004464570000095591,0.04783783099998118,ADDER,23.0,30.0
174,0.011588060000008227,0.010245958000041355,0.9202597340000125,1.4668966360000013,0.0003707719999965775,0.052053380000018024,ADDER,24.0,30.0
175,0.012144024000008358,0.010347190000004503,0.9222837160000381,1.306129114999976,0.0003872639999826788,0.05262248899998667,ADDER,25.0,30.0
176,0.011041806000037013,0.011831056000005447,0.923502998999993,1.4534462099999814,0.0003881009999986418,0.05141449300003842,ADDER,26.0,30.0
177,0.011744333000024199,0.01094621400000051,0.9227795669999637,1.476698343999999,0.00045292700002619313,0.060689911999986634,ADDER,27.0,30.0
178,0.012899657000048137,0.04013655400001426,0.9195487289999846,1.407343807000018,0.0003787119999856259,0.046942529999967064,ADDER,28.0,30.0
179,0.011416964999966694,0.011681801999998243,0.9421649970000203,1.29600573700003,0.000376221000010446,0.04762434599996368,ADDER,29.0,30.0
180,0.011956887999986066,0.012140055999964261,0.9235624319999829,1.357902361000015,0.0003940060000218182,0.048509550000005675,ADDER,30.0,30.0
181,0.01185871499995983,0.010394697999970504,0.9254955069999937,1.4055936320000342,0.0004010890000358813,0.04891523399999187,ADDER,31.0,30.0
182,0.011330837999992127,0.009940026999970542,0.9140950249999946,1.296508000000017,0.0054198640000322484,0.051247567000018535,ADDER,32.0,30.0
183,0.011600513000018964,0.010937904000002163,0.9218120470000031,1.2941985670000236,0.00037669099998538513,0.050350656999967214,ADDER,33.0,30.0
184,0.011484457999983988,0.011493055000016739,0.9253677450000168,1.5246696680000014,0.0004629780000300343,0.0917782779999925,ADDER,34.0,30.0
185,0.01079147699999794,0.010586823000039658,0.921121042999971,1.6478608500000291,0.00038050099999509257,0.04986573799999405,ADDER,35.0,30.0
186,0.011879243000009865,0.012859003000016855,0.9222718010000222,1.7364623270000266,0.0003894059999538513,0.05257108899996865,ADDER,36.0,30.0
187,0.01284375599999521,0.05912337300003401,0.9204726710000273,1.3625326149999637,0.00038063399995280633,0.051641730000028474,ADDER,37.0,30.0
188,0.012261833000025035,0.01066955499999267,0.9224961689999986,1.3550286330000176,0.00039977399995905216,0.046215277999976934,ADDER,38.0,30.0
189,0.011886328000002777,0.027821873999982927,0.9198351349999712,1.4026620120000075,0.00039550700000745564,0.07338518400001703,ADDER,39.0,30.0
190,0.012184423000007882,0.010113842999999179,0.9189091940000367,1.2912895250000247,0.0003756140000064079,0.04776714899998069,ADDER,40.0,30.0
191,0.011682235000023411,0.011239923999994517,0.9204324120000251,1.4713066669999648,0.003194468999993205,0.04927515399998583,ADDER,41.0,30.0
192,0.011461109999970631,0.010881285999971624,0.923392524999997,1.3276228950000473,0.0003897309999842946,0.048776985999950284,ADDER,42.0,30.0
193,0.011628438999991886,0.011148833999982344,0.9209631630000104,1.4569029460000138,0.00045009699999809527,0.049325234999969325,ADDER,43.0,30.0
194,0.012152119999996103,0.009886195000035514,0.9238159829999972,1.4734247220000043,0.0004573100000015984,0.04889221700000235,ADDER,44.0,30.0
195,0.011755583000024217,0.011107262999985323,0.9180686360000436,1.3111223180000025,0.0003845489999889651,0.04945338599998195,ADDER,45.0,30.0
196,0.01144304999996848,0.010771422000004804,0.9202508589999638,1.3138478489999557,0.0003847290000180692,0.0477633119999723,ADDER,46.0,30.0
